;p_id;pid_type;year;journal;publisher;title;book_title;abstract;oabstract;authors;editors;language;meshterms;keywords;coi;grant;doi
11;34593888;Article;2021;Scientific reports;;Evaluation of JATSdecoder as an automated text extraction tool for statistical results in scientific reports.;;The extraction of statistical results in scientific reports is beneficial for checking studies on plausibility and reliability. The R package JATSdecoder supports the application of text mining approaches to scientific reports. Its function get.stats() extracts all reported statistical results from text and recomputes p values for most standard test results. The output can be reduced to  results with checkable or computable p values only. In this article, get.stats()'s ability to extract, recompute and check statistical results is compared to that of statcheck, which is an already established tool. A manually coded data set, containing the number of statistically significant results in 49  articles, serves as an initial indicator for get.stats()'s and statcheck's differing detection rates for statistical results. Further 13,531 PDF files by 10 mayor psychological journals, 18,744 XML documents by Frontiers of Psychology and 23,730 articles related to psychological research and published by PLoS One are scanned for statistical results with both algorithms. get.stats() almost replicates the manually extracted number of significant results in 49 PDF articles. get.stats() outperforms the statcheck functions in identifying statistical results in every included journal and input format. Furthermore, the  raw results extracted by get.stats() increase statcheck's detection rate. JATSdecoder's function get.stats() is a highly general and reliable tool to extract statistical results from text. It copes with a wide range of textual representations of statistical standard results and recomputes p values for two-  and one-sided tests. It facilitates manual and automated checks on consistency and completeness of the reported results within a manuscript.;;Boschen I;;eng;;;;;10.1038/s41598-021-98782-3
12;34579510;Article;2021;Turkish journal of medical sciences;;Could computed tomography histogram analysis add value to the diagnosis of cholesteatoma.;;"BACKGROUND/AIM: To investigate the potential role of computed tomography (CT) histogram analysis in differentiating cholesteatoma (CHS) and non-cholesteatoma (NCHS). MATERIALS AND METHODS: We evaluated 77 temporal bone CT images (from November 2016 to February 2020) that were obtained pre-operatively (mean age, 37.10+/-17.27 years in CHS; 36.72+/-16.08 years in NCHS group). Histogram analyses of the resulting XML files were conducted using the R Project 3.3.2 program. ROC analysis was used to find threshold values and the diagnostic efficiency of these values in differentiating CHS-NCHS was determined. RESULTS: The CT images of 41 CHS (53.25%) and 36 NHCS cases (46.75%) were evaluated. There was a statistically significant difference between the CHS and NCHS group in terms of the mean, maximum, and median values ( P=0.036, P=0.006, P=0.043). When  examining the ROC curve obtained from the mean of these parameters, area under the curve (AUC)=0.638, and when the threshold value is selected as 42.55, the mean value was determined to have a sensitivity of 86.50% and specificity of 56.10% in differentiating CHS-NCHS. CONCLUSION: In cases with magnetic resonance  imaging (MRI) contraindications, small-sized lesions may be difficult to detect and characterize due to a poor resolution; to reduce the rate of false positives/negatives in these situations, CT histogram analysis of previously taken images may provide the additional information.";;Yurttutan N, Bilal N, Kizildag B, Doganer A;;eng;;['Histogram analysis', 'cholesteatoma', 'computed tomography', 'temporal bone'];;;10.3906/sag-2105-12
13;34563332;Article;2021;Journal of electrocardiology;;Computerized automated algorithm-based analyses of digitized paper ECGs in Brugada syndrome.;;"BACKGROUND: Brugada syndrome is a rare inherited arrhythmic syndrome with a coved type 1 ST-segment elevation on ECG and an increased risk of sudden death. Many studies have evaluated risk stratification performance based on ECG-derived parameters. However, since historical Brugada patient cohorts included mostly paper ECGs, most studies have been based on manual ECG parameter measurements. We hypothesized that it would be possible to run automated algorithm-based analysis  of paper ECGs. We aimed: 1) to validate the digitization process for paper ECGs in Brugada patients; and 2) to quantify the acute class I antiarrhythmic drug effect on relevant ECG parameters in Brugada syndrome. METHODS: A total of 176 patients (30% female, 43 +/- 13 years old) with induced type 1 Brugada syndrome ECG were included in the study. All of the patients had paper ECGs before and during class I antiarrhythmic drug challenge. Twenty patients also had a digital  ECG, in whom printouts were used to validate the digitization process. Paper ECGs were scanned and then digitized using ECGScan software, version 3.4.0 (AMPS, LLC, New York, NY, USA) to obtain FDA HL7 XML format ECGs. Measurements were automatically performed using the Bravo (AMPS, LLC, New York, NY, USA) and Glasgow algorithms. RESULTS: ECG parameters obtained from digital and digitized ECGs were closely correlated (r = 0.96 +/- 0.07, R(2) = 0.93 +/- 0.12). Class I antiarrhythmic drugs significantly increased the global QRS duration (from 113 +/- 20 to 138 +/- 23, p < 0.0001). On lead V2, class I antiarrhythmic drugs increased ST-segment elevation (from 110 +/- 84 to 338 +/- 227 muV, p < 0.0001),  decreased the ST slope (from 14.9 +/- 23.3 to -27.4 +/- 28.5, p < 0.0001) and increased the TpTe interval (from 88 +/- 18 to 104 +/- 33, p < 0.0001). CONCLUSIONS: Automated algorithm-based measurements of depolarization and repolarization parameters from digitized paper ECGs are reliable and could quantify the acute effects of class 1 antiarrhythmic drug challenge in Brugada patients. Our results support using computerized automated algorithm-based analyses from digitized paper ECGs to establish risk stratification decision trees in Brugada syndrome.";;Extramiana F, Laporte PL, Vaglio M, Denjoy I, Maison-Blanche P, Badilini F, Leenhardt A;;eng;['Adult', 'Algorithms', 'Anti-Arrhythmia Agents/therapeutic use', '*Brugada Syndrome/diagnosis/drug therapy', 'Electrocardiography', 'Female', 'Humans', 'Male', 'Middle Aged', 'Software'];['*Brugada syndrome', '*Computerized analysis', '*Digitization', '*ECG'];;;10.1016/j.jelectrocard.2021.09.009
14;34545825;Article;2021;Studies in health technology and informatics;;ADT2FHIR - A Tool for Converting ADT/GEKID Oncology Data to HL7 FHIR Resources.;;Harmonized and interoperable data management is a core requirement for federated  infrastructures in clinical research. Institutions participating in such infrastructures often have to invest large degrees of time and resources in implementing necessary data integration processes to convert their local data to  the required target structure. If the data is already available in an alternative shared data structure, the transformation from source to the desired target structure can be implemented once and then be distributed to all participants to  reduce effort and harmonize results. The HL7(R) FHIR(R) standard is used as a basis for the shared data model of several medical consortia like DKTK and GBA. It is based on so-called resources which can be represented in XML. Oncological data in German university hospitals is commonly available in the ADT/GEKID format. From this common basis we conceptualized and implemented a transformation which accepts ADT/GEKID XML files and returns FHIR resources. We identified several problems with using the general ADT/GEKID structure in federated research infrastructures, as well as some possible pitfalls relating to the FHIR need for  resource ids and focus on semantic coding which differs from the approach in the  ADT/GEKID standard. To facilitate participation in federated infrastructures, we  propose the ADT2FHIR transformation tool for partners with oncological data in the ADT/GEKID format.;;Deppenwiese N, Delpy P, Lambarki M, Lablans M;;eng;['*Data Management', '*Electronic Health Records', 'Health Level Seven', 'Humans', 'Medical Oncology', 'Semantics'];['Data Management', 'FHIR', 'Health Information Interoperability', 'Medical Oncology', 'Open Source'];;;10.3233/SHTI210547
15;34504584;Article;2021;Experimental and therapeutic medicine;;Periplaneta americana extract ameliorates lipopolysaccharide-induced liver injury by improving mitochondrial dysfunction via the AMPK/PGC-1alpha signaling pathway.;;"Periplaneta americana (PA) extract acts clinically as a therapeutic treatment in  various diseases; it enhances liver function in mouse models and mitigates the pathological condition of liver fibrosis. The present study aimed to investigate  the role and potential mechanisms underlying the action of the PA extract, xinmailong (XML), in lipopolysaccharide (LPS)-induced liver injury. Following the treatment of AML12 cells with LPS, the content of cytochrome c in the cytoplasm and mitochondria, and the level of ATP synthesis were detected using corresponding kits. The relative mRNA expression levels of nuclear respiratory factor 1 and transcription factor A, mitochondrial were investigated using reverse transcription-quantitative (RT-q)PCR analysis. The MTT assay was performed to detect the viability of AML12 cells following treatment with XML, in the absence or presence of LPS. Western blot analysis was performed to determine  the expression levels of proteins in the AMP-activated protein kinase (AMPK)/proliferator-activated receptor gamma coactivator-1alpha (PGC-1alpha) pathway. Following treatment with compound C, an inhibitor of AMPK, the expression levels of inflammatory cytokines were determined using ELISA and RT-qPCR analysis. The levels of oxidative stress-related markers were detected using corresponding kits following treatment with compound C. In addition, TUNEL  staining was performed to detect the apoptosis of AML12 cells, and western blot analysis was performed to investigate the expression levels of apoptosis-related  proteins. Mitochondrial dysfunction was induced by LPS in AML12 cells. LPS stimulation significantly downregulated the expression of proteins in the AMPK/PGC-1alpha pathway, which was reversed following treatment with XML. In addition, inflammation, oxidative stress and mitochondrial dysfunction induced by LPS were alleviated by XML in AML12 cells. However, the addition of compound C and XML to LPS-induced AML12 cells resulted in the aggravation of cell injury. Collectively, the results of the present study indicated that XML suppressed mitochondrial dysfunction induced by LPS by activating AMPK/PGC-1alpha signaling. Thus, the results of the present study may contribute to further understanding of the underlying mechanism via which XML alleviates liver injury.";;Shi W, An L, Zhang J, Li J;;eng;;['AMP-activated protein kinase', 'inflammation', 'lipopolysaccharide', 'liver injury', 'mitochondrial dysfunction'];The authors declare that they have no competing interests.;;10.3892/etm.2021.10572
16;34497870;Article;2021;PeerJ. Computer science;;Efficient processing of complex XSD using Hive and Spark.;;The eXtensible Markup Language (XML) files are widely used by the industry due to their flexibility in representing numerous kinds of data. Multiple applications such as financial records, social networks, and mobile networks use complex XML schemas with nested types, contents, and/or extension bases on existing complex elements or large real-world files. A great number of these files are generated each day and this has influenced the development of Big Data tools for their parsing and reporting, such as Apache Hive and Apache Spark. For these reasons, multiple studies have proposed new techniques and evaluated the processing of XML files with Big Data systems. However, a more usual approach in such works involves the simplest XML schemas, even though, real data sets are composed of complex schemas. Therefore, to shed light on complex XML schema processing for real-life applications with Big Data tools, we present an approach that combines  three techniques. This comprises three main methods for parsing XML files: cataloging, deserialization, and positional explode. For cataloging, the elements of the XML schema are mapped into root, arrays, structures, values, and attributes. Based on these elements, the deserialization and positional explode are straightforwardly implemented. To demonstrate the validity of our proposal, we develop a case study by implementing a test environment to illustrate the methods using real data sets provided from performance management of two mobile network vendors. Our main results state the validity of the proposed method for different versions of Apache Hive and Apache Spark, obtain the query execution times for Apache Hive internal and external tables and Apache Spark data frames,  and compare the query performance in Apache Hive with that of Apache Spark. Another contribution made is a case study in which a novel solution is proposed for data analysis in the performance management systems of mobile networks.;;Martinez-Mosquera D, Navarrete R, Lujan-Mora S;;eng;;['Complex XSD', 'Hive', 'Mobile network', 'Performance management', 'Spark', 'XML'];The authors declare there are no competing interests.;;10.7717/peerj-cs.652
17;34418958;Article;2021;BMC medical research methodology;;Use of research electronic data capture (REDCap) in a COVID-19 randomized controlled trial: a practical example.;;"BACKGROUND: Randomized controlled trials (RCT) are considered the ideal design for evaluating the efficacy of interventions. However, conducting a successful RCT has technological and logistical challenges. Defects in randomization processes (e.g., allocation sequence concealment) and flawed masking could bias an RCT's findings. Moreover, investigators need to address other logistics common to all study designs, such as study invitations, eligibility screening, consenting procedure, and data confidentiality protocols. Research Electronic Data Capture (REDCap) is a secure, browser-based web application widely used by researchers for survey data collection. REDCap offers unique features that can be used to conduct rigorous RCTs. METHODS: In September and November 2020, we conducted a parallel group RCT among Indiana University Bloomington (IUB) undergraduate students to understand if receiving the results of a SARS-CoV-2 antibody test changed the students' self-reported protective behavior against coronavirus disease 2019 (COVID-19). In the current report, we discuss how we used REDCap to conduct the different components of this RCT. We further share our REDCap project XML file and instructional videos that investigators can use when  designing and conducting their RCTs. RESULTS: We reported on the different features that REDCap offers to complete various parts of a large RCT, including sending study invitations and recruitment, eligibility screening, consenting procedures, lab visit appointment and reminders, data collection and confidentiality, randomization, blinding of treatment arm assignment, returning test results, and follow-up surveys. CONCLUSIONS: REDCap offers powerful tools for longitudinal data collection and conduct of rigorous and successful RCTs. Investigators can make use of this electronic data capturing system to successfully complete their RCTs. TRIAL REGISTRATION: The RCT was prospectively (before completing data collection) registered at ClinicalTrials.gov; registration number: NCT04620798 , date of registration: November 9, 2020.";;Kianersi S, Luetke M, Ludema C, Valenzuela A, Rosenberg M;;eng;['*COVID-19', 'Electronics', 'Humans', 'Randomized Controlled Trials as Topic', '*Research Design', 'SARS-CoV-2', 'Surveys and Questionnaires'];['*RCT', '*REDCap', '*Randomization', '*Randomized controlled trials', '*Risk of bias'];;;10.1186/s12874-021-01362-2
18;34344385;Article;2021;BMC medical informatics and decision making;;COVID term: a bilingual terminology for COVID-19.;;"BACKGROUND: The coronavirus disease (COVID-19), a pneumonia caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has shown its destructiveness with more than one million confirmed cases and dozens of thousands of death, which is highly contagious and still spreading globally. World-wide studies have been conducted aiming to understand the COVID-19 mechanism, transmission, clinical features, etc. A cross-language terminology of  COVID-19 is essential for improving knowledge sharing and scientific discovery dissemination. METHODS: We developed a bilingual terminology of COVID-19 named COVID Term with mapping Chinese and English terms. The terminology was constructed as follows: (1) Classification schema design; (2) Concept representation model building; (3) Term source selection and term extraction; (4) Hierarchical structure construction; (5) Quality control (6) Web service. We built open access for the terminology, providing search, browse, and download services. RESULTS: The proposed COVID Term include 10 categories: disease, anatomic site, clinical manifestation, demographic and socioeconomic characteristics, living organism, qualifiers, psychological assistance, medical equipment, instruments and materials, epidemic prevention and control, diagnosis  and treatment technique respectively. In total, COVID Terms covered 464 concepts  with 724 Chinese terms and 887 English terms. All terms are openly available online (COVID Term URL: http://covidterm.imicams.ac.cn ). CONCLUSIONS: COVID Term is a bilingual terminology focused on COVID-19, the epidemic pneumonia with a high risk of infection around the world. It will provide updated bilingual terms  of the disease to help health providers and medical professionals retrieve and exchange information and knowledge in multiple languages. COVID Term was released in machine-readable formats (e.g., XML and JSON), which would contribute to the information retrieval, machine translation and advanced intelligent techniques application.";;Ma H, Shen L, Sun H, Xu Z, Hou L, Wu S, Fang A, Li J, Qian Q;;eng;['*COVID-19', '*Epidemics', 'Humans', 'Information Storage and Retrieval', 'Language', 'SARS-CoV-2'];['*Bilingual', '*COVID-19', '*Medical terminology', '*Terminology system'];;2016YFC0901901/National Key Research and Development Program of China;10.1186/s12911-021-01593-9
19;34306613;Article;2021;Ecology and evolution;;Metadata Made Easy: Develop and Use Domain-Specific Metadata Schemes by following the dmdScheme approach.;;Metadata plays an essential role in the long-term preservation, reuse, and interoperability of data. Nevertheless, creating useful metadata can be sufficiently difficult and weakly enough incentivized that many datasets may be accompanied by little or no metadata. One key challenge is, therefore, how to make metadata creation easier and more valuable. We present a solution that involves creating domain-specific metadata schemes that are as complex as necessary and as simple as possible. These goals are achieved by co-development between a metadata expert and the researchers (i.e., the data creators). The final product is a bespoke metadata scheme into which researchers can enter information (and validate it) via the simplest of interfaces: a web browser application and a spreadsheet.We provide the R package dmdScheme (dmdScheme: An R package for working with domain specific MetaData schemes (Version v0.9.22), 2019) for creating a template domain-specific scheme. We describe how to create a domain-specific scheme from this template, including the iterative co-development process, and the simple methods for using the scheme, and simple methods for quality assessment, improvement, and validation.The process of developing a metadata scheme following the outlined approach was successful, resulting in a metadata scheme which is used for the data generated in our research group. The validation quickly identifies forgotten metadata, as well as inconsistent metadata, therefore improving the quality of the metadata. Multiple output formats are available, including XML.Making the provision of metadata easier while also ensuring high quality must be a priority for data curation initiatives. We show how both objectives are achieved by close collaboration between metadata experts and researchers to create domain-specific schemes. A near-future priority is to provide methods to interface domain-specific schemes with general metadata schemes, such as the Ecological Metadata Language, to increase interoperability.;;Krug RM, Petchey OL;;eng;;;The authors declare that they have no conflict of interest.;;10.1002/ece3.7764
20;34304211;Article;2021;Indian journal of ophthalmology;;Intricate scientometric analysis and citation trend of COVID-19-related publications in Indian Journal of Ophthalmology during COVID-19 pandemic.;;Purpose: To analyze the trend of COVID-19-related publications in the Indian Journal of Ophthalmology (IJO) and assess the specialty wise correlation, distribution, and citation trend during the COVID-19 pandemic. Methods: A retrospective analysis of all COVID-19-related articles was performed from April  2020 to May 2021. The bibliographic records were obtained from the website of IJO, Editor IJO email, and PubMed. The data was then exported as XML into Microsoft access for scientometric analysis. The articles were segregated as Original, Review, Case Report/Series, Letter to the Editor/Commentary, Guest Editorial, PointCounterpoint, Consensus Criteria, Ophthalmic Images, Photo Essay, Surgical Techniques, and All India Ophthalmic Society Meeting Papers. The data was comprehensively analyzed for specialty-wise correlations, distribution, citation trend, and reasons for the same. Results: A total of 231 COVID-19-related articles were published during the study period. The maximum articles were [82 (35.49%)] letters to the editor, followed by [51 (22.08%)] original articles, [30 (12.99%)] commentaries, and [20 (8.66%)] editorials. The least were perspectives, consensus, images, and photo assay with [1 (0.43%)] each. The maximum publications were in July [44 (19.05%)] and least in April [1 (0.43%)]. Considering specialty, the maximum articles were related to general ophthalmology [124 (53.68%)] and least were in refractive surgery and community ophthalmology with [1 (0.43%)] each. The maximum citations were for original articles [352 (34.65%)], which was 2.3 times higher than review articles and letters to editor [150 (14.76%)]. General ophthalmology had 740 (72.83%) citations, which were nearly five times that of cornea [140 (13.78%)]. Conclusion: The IJO showed a trough and crest pattern of COVID-19 publications month wise. Letter to editor and general ophthalmology COVID-19 articles had maximum publications with maximum citations for general ophthalmology owing to practice patterns and COVID-19 challenges.;;Kaur K, Gurnani B;;eng;['*COVID-19', 'Humans', 'India/epidemiology', '*Ophthalmology', 'Pandemics', 'Retrospective Studies', 'SARS-CoV-2'];['*COVID-19', '*COVID-19 pandemic', '*Citation trend', '*Indian Journal of Ophthalmology (IJO)', '*scientometric analysis'];None;;10.4103/ijo.IJO_829_21
21;34295233;Article;2021;Frontiers in neuroinformatics;;MIIND : A Model-Agnostic Simulator of Neural Populations.;;MIIND is a software platform for easily and efficiently simulating the behaviour  of interacting populations of point neurons governed by any 1D or 2D dynamical system. The simulator is entirely agnostic to the underlying neuron model of each population and provides an intuitive method for controlling the amount of noise which can significantly affect the overall behaviour. A network of populations can be set up quickly and easily using MIIND's XML-style simulation file format describing simulation parameters such as how populations interact, transmission delays, post-synaptic potentials, and what output to record. During simulation, a visual display of each population's state is provided for immediate feedback of the behaviour and population activity can be output to a file or passed to a Python script for further processing. The Python support also means that MIIND can be integrated into other software such as The Virtual Brain. MIIND's population density technique is a geometric and visual method for describing the  activity of each neuron population which encourages a deep consideration of the dynamics of the neuron model and provides insight into how the behaviour of each  population is affected by the behaviour of its neighbours in the network. For 1D  neuron models, MIIND performs far better than direct simulation solutions for large populations. For 2D models, performance comparison is more nuanced but the  population density approach still confers certain advantages over direct simulation. MIIND can be used to build neural systems that bridge the scales between an individual neuron model and a population network. This allows researchers to maintain a plausible path back from mesoscopic to microscopic scales while minimising the complexity of managing large numbers of interconnected neurons. In this paper, we introduce the MIIND system, its usage,  and provide implementation details where appropriate.;;Osborne H, Lai YM, Lepperod ME, Sichau D, Deutz L, de Kamps M;;eng;;['GPU', 'Python', 'dynamical systems', 'network', 'neural population', 'population density', 'simulator', 'software'];The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.;;10.3389/fninf.2021.614881
22;34288531;Article;2022;Molecular ecology resources;;SPART: A versatile and standardized data exchange format for species partition information.;;"A wide range of data types can be used to delimit species and various computer-based tools dedicated to this task are now available. Although these formalized approaches have significantly contributed to increase the objectivity  of species delimitation (SD) under different assumptions, they are not routinely  used by alpha-taxonomists. One obvious shortcoming is the lack of interoperability among the various independently developed SD programs. Given the frequent incongruences between species partitions inferred by different SD approaches, researchers applying these methods often seek to compare these alternative species partitions to evaluate the robustness of the species boundaries. This procedure is excessively time consuming at present, and the lack of a standard format for species partitions is a major obstacle. Here, we propose a standardized format, SPART, to enable compatibility between different SD tools  exporting or importing partitions. This format reports the partitions and describes, for each of them, the assignment of individuals to the ""inferred species"". The syntax also allows support values to be optionally reported, as well as original trees and the full command lines used in the respective SD analyses. Two variants of this format are proposed, overall using the same terminology but presenting the data either optimized for human readability (matricial SPART) or in a format in which each partition forms a separate block (SPART.XML). ABGD, DELINEATE, GMYC, PTP and TR2 have already been adapted to output SPART files and a new version of LIMES has been developed to import, export, merge and split them.";;Miralles A, Ducasse J, Brouillet S, Flouri T, Fujisawa T, Kapli P, Knowles LL, Kumari S, Stamatakis A, Sukumaran J, Lutteropp S, Vences M, Puillandre N;;eng;;['LIMES v2.0', 'SPART', 'integrative taxonomy', 'species delimitation programs', 'species partition format'];;865101/H2020 European Research Council;10.1111/1755-0998.13470
23;34285675;Article;2021;Journal of the Medical Library Association : JMLA;;Updating search strategies for literature reviews with OUR2D2: an open-source computer application.;;Background: While writing a scoping review, we needed to update our search strategy. We wanted to capture articles generated by our additional search terms  and articles published since our original search. Simultaneously, we strove to optimize project resources by not rescreening articles that had been captured in  our original results. Case presentation: In response, we created Open Update Re-run Deduplicate (OUR2D2), a computer application that allows the user to compare search results from a variety of library databases. OUR2D2 supports extensible markup language (XML) files from EndNote and comma-separated values (CSV) files using article titles for comparisons. We conducted unit tests to ensure appropriate functionality as well as accurate data extraction and analysis. We tested OUR2D2 by comparing original and updated search results from  PubMed, Embase, Clarivate Web of Science, CINAHL, Scopus, ProQuest Dissertation and Theses, and Lens and estimate that this application saved twenty-one hours of work during the screening process. Conclusions: OUR2D2 could be useful for individuals seeking to update literature review strategies across fields without  rescreening articles from previous searches. Because the OUR2D2 source code is freely available with a permissive license, we recommend this application for researchers conducting literature reviews who need to update their search results over time, want a powerful and flexible analysis framework, and may not have access to paid subscription tools.;;Lohr AM, Van Gorden N, McClelland DJ, Dubinsky E, Gerald LB, Wilkinson-Lee A, Carvajal SC;;eng;['*Computers', 'Humans', 'PubMed', '*Software'];['collaborative work', 'literature search', 'open access'];;;10.5195/jmla.2021.1105
24;34247250;Article;2021;Journal of radiation research;;Survey of X-ray induced Cherenkov excited fluorophores with potential for human use.;;X-ray induced molecular luminescence (XML) is a phenomenon that can be utilized for clinical, deep-tissue functional imaging of tailored molecular probes. In this study, a survey of common or clinically approved fluorophores was carried out for their megavoltage X-ray induced excitation and emission characteristics.  We find that direct scintillation effects and Cherenkov generation are two possible ways to cause these molecules' excitation. To distinguish the contributions of each excitation mechanism, we exploited the dependency of Cherenkov radiation yield on X-ray energy. The probes were irradiated by constant dose of 6 MV and 18 MV X-ray radiation, and their relative emission intensities and spectra were quantified for each X-ray energy pair. From the ratios of XML, yield for 6 MV and 18 MV irradiation we found that the Cherenkov radiation dominated as an excitation mechanism, except for aluminum phthalocyanine, which exhibited substantial scintillation. The highest emission yields were detected from fluorescein, proflavin and aluminum phthalocyanine, in that order. XML yield was found to be affected by the emission quantum yield, overlap of the fluorescence excitation and Cherenkov emission spectra, scintillation yield. Considering all these factors and XML emission spectrum respective to tissue optical window, aluminum phthalocyanine offers the best XML yield for deep tissue use, while fluorescein and proflavine are most useful for subcutaneous or superficial use.;;Petusseau AF, Bruza P, Pogue BW;;eng;['Drug Evaluation, Preclinical', 'Equipment Design', 'Fluorescein/radiation effects', 'Fluorescent Dyes/*radiation effects', 'Humans', 'Indoles/radiation effects', 'Isoindoles/radiation effects', '*Luminescence', 'Methylene Blue/radiation effects', 'Organometallic Compounds/radiation effects', 'Particle Accelerators', 'Proflavine/radiation effects', 'Protoporphyrins/radiation effects', 'Solvents', 'Spectrometry, Fluorescence', 'Verteporfin/radiation effects', 'X-Rays'];['Cherenkov radiation', 'X-ray induced molecular luminescence (XML)', 'organic fluorophores', 'scintillation', 'therapeutic megavoltage X-rays'];;R01 EB024498/EB/NIBIB NIH HHS/United States;10.1093/jrr/rrab055
25;34225374;Article;2021;Methods of information in medicine;;MAGICPL: A Generic Process Description Language for Distributed Pseudonymization  Scenarios.;;OBJECTIVES: Pseudonymization is an important aspect of projects dealing with sensitive patient data. Most projects build their own specialized, hard-coded, solutions. However, these overlap in many aspects of their functionality. As any  re-implementation binds resources, we would like to propose a solution that facilitates and encourages the reuse of existing components. METHODS: We analyzed already-established data protection concepts to gain an insight into their common features and the ways in which their components were linked together. We found that we could represent these pseudonymization processes with a simple descriptive language, which we have called MAGICPL, plus a relatively small set of components. We designed MAGICPL as an XML-based language, to make it human-readable and accessible to nonprogrammers. Additionally, a prototype implementation of the components was written in Java. MAGICPL makes it possible to reference the components using their class names, making it easy to extend or  exchange the component set. Furthermore, there is a simple HTTP application programming interface (API) that runs the tasks and allows other systems to communicate with the pseudonymization process. RESULTS: MAGICPL has been used in  at least three projects, including the re-implementation of the pseudonymization  process of the German Cancer Consortium, clinical data flows in a large-scale translational research network (National Network Genomic Medicine), and for our own institute's pseudonymization service. CONCLUSIONS: Putting our solution into  productive use at both our own institute and at our partner sites facilitated a reduction in the time and effort required to build pseudonymization pipelines in  medical research.;;Tremper G, Brenner T, Stampe F, Borg A, Bialke M, Croft D, Schmidt E, Lablans M;;eng;['*Biomedical Research', 'Computer Security', 'Confidentiality', 'Humans', '*Language', 'Software'];;None declared.;;10.1055/s-0041-1731387
26;34090460;Article;2021;Human resources for health;;Data element mapping to analyze fit for use of three XML standards for health workforce tracking.;;BACKGROUND: Ensuring a sufficient supply and distribution of health care professionals is essential to meeting public health needs. Regulatory agencies protect their communities by ensuring that new health professionals have the required qualifications to practice safely and by tracking the volume and distribution of those professionals on an ongoing basis. The speed and accuracy of sharing these data could be greatly improved through the adoption of a data standard for information about health professionals. To date, however, no internationally accepted standard has emerged for this purpose. PURPOSE: This study examines three existing XML standards designed for the representation of individual worker data to determine if, and to what degree, each could be used for the tracking of health professionals. METHODS: The data elements of the Europass schema, the HR Open Standard Recruiting specification, and the MedBiquitous Healthcare Professional Profile standard were fully examined and matching elements were mapped to the 200+ elements identified from a prior content analysis as required by a sample of 20 international regulatory agencies. RESULTS: None of the schemas examined addressed more than half of the information elements required by regulators. All three schemas are found lacking in some key  areas of interest, especially vital information that could disqualify ineligible  applicant practitioners. CONCLUSIONS: The three standards could all be improved by including new elements essential to regulatory agencies. Regulatory agencies should be consulted in the development of new standards for representing potentially disqualifying information about candidates for professional practice.;;Opalek A;;eng;['*Health Personnel', '*Health Workforce', 'Humans', 'Public Health', 'Referral and Consultation'];['*Health HRIS', '*Health workforce planning', '*International data standard', '*Interoperability', '*Professional regulation'];;;10.1186/s12960-021-00615-x
